policynumber,age,numberofclaims,ncdlevel19,ncdlevel20
3678,23,0,-2,-1
3679,50,0,-1,0
3680,51,0,0,1
3681,52,0,2,2
3682,54,1,-2,-2
3683,52,0,-2,-1
3684,54,1,2,1
3685,22,0,0,1
3686,54,0,0,1
3687,22,0,-2,-1
3688,23,1,-2,-2
3689,23,0,1,2
3690,54,0,1,2
3691,24,0,-2,-1
3692,52,0,-1,0
3693,55,0,0,1
3694,21,0,-1,0
3695,22,0,1,2
3696,53,0,0,1
3697,52,0,-2,-1
3698,20,0,2,2
3699,22,0,2,2
3700,25,0,2,2
3701,24,0,2,2
3702,20,0,0,1
3703,53,1,1,0
3704,23,0,1,2
3705,22,1,-2,-2
3706,53,0,-1,0
3707,22,0,-2,-1
3708,23,0,-2,-1
3709,24,0,-2,-1
3710,22,0,2,2
3711,22,0,-1,0
3712,53,0,2,2
3713,51,1,0,-1
3714,53,0,0,1
3715,22,0,1,2
3716,24,0,2,2
3717,53,0,1,2
3718,51,1,1,0
3719,22,0,-1,0
3720,51,0,2,2
3721,54,0,2,2
3722,52,0,0,1
3723,24,0,-1,0
3724,23,1,1,0
3725,23,0,-2,-1
3726,23,0,0,1
3727,23,0,1,2
3728,22,0,0,1
3729,50,0,1,2
3730,25,0,2,2
3731,25,0,0,1
3732,21,0,-2,-1
3733,53,0,1,2
3734,23,0,2,2
3735,52,0,2,2
3736,21,1,-2,-2
3737,25,1,-1,-2
3738,55,0,-1,0
3739,22,1,2,1
3740,51,0,0,1
3741,52,1,-1,-2
3742,52,0,-2,-1
3743,51,1,2,1
3744,54,0,2,2
3745,20,0,0,1
3746,21,0,1,2
3747,21,0,0,1
3748,52,0,-1,0
3749,54,0,1,2
3750,50,0,-1,0
3751,20,0,1,2
3752,52,0,0,1
3753,25,2,2,0
3754,24,0,0,1
3755,54,0,1,2
3756,21,0,2,2
3757,52,0,2,2
3758,54,0,2,2
3759,55,0,1,2
3760,24,0,2,2
3761,24,0,-1,0
3762,50,1,2,1
3763,55,0,2,2
3764,55,1,-2,-2
3765,21,0,-2,-1
3766,23,0,0,1
3767,54,0,2,2
3768,51,2,0,-2
3769,23,0,-2,-1
3770,51,0,2,2
3771,23,0,2,2
3772,23,1,2,1
3773,51,1,0,-1
3774,23,0,1,2
3775,53,0,0,1
3776,54,0,-2,-1
3777,22,0,2,2
3778,21,0,1,2
3779,53,0,-1,0
3780,54,0,-1,0
3781,54,0,2,2
3782,51,0,1,2
3783,22,1,-1,-2
3784,50,0,-2,-1
3785,52,1,0,-1
3786,52,0,-1,0
3787,24,0,0,1
3788,23,0,-1,0
3789,51,0,2,2
3790,23,0,0,1
3791,23,0,2,2
3792,21,0,-2,-1
3793,22,0,0,1
3794,50,1,-2,-2
3795,21,0,0,1
3796,54,1,-1,-2
3797,23,0,0,1
3798,23,0,-1,0
3799,23,0,-2,-1
3800,23,0,-1,0
3801,52,1,-2,-2
3802,54,0,2,2
3803,54,0,0,1
3804,22,0,-1,0
3805,55,0,0,1
3806,21,0,-1,0
3807,52,1,-1,-2
3808,21,0,-2,-1
3809,24,0,-2,-1
3810,53,0,1,2
3811,52,0,0,1
3812,24,0,-2,-1
3813,25,0,2,2
3814,54,0,1,2
3815,51,0,-1,0
3816,50,0,2,2
3817,52,0,2,2
3818,23,0,2,2
3819,24,1,0,-1
3820,53,0,-1,0
3821,23,2,1,-1
3822,23,0,2,2
3823,53,0,2,2
3824,51,0,-2,-1
3825,52,0,1,2
3826,52,0,0,1
3827,53,0,-1,0
3828,21,0,2,2
3829,22,0,-2,-1
3830,51,0,1,2
3831,50,1,-1,-2
3832,24,0,0,1
3833,51,0,2,2
3834,51,0,-1,0
3835,53,0,-1,0
3836,23,1,0,-1
3837,52,0,1,2
3838,21,0,2,2
3839,21,0,0,1
3840,22,0,2,2
3841,23,0,-2,-1
3842,24,0,2,2
3843,20,1,-2,-2
3844,51,0,2,2
3845,52,0,-2,-1
3846,24,0,-2,-1
3847,53,0,0,1
3848,23,0,0,1
3849,23,0,-1,0
3850,52,1,-2,-2
3851,22,1,-1,-2
3852,53,0,-1,0
3853,53,0,0,1
3854,51,0,-1,0
3855,52,0,-2,-1
3856,54,0,2,2
3857,50,0,2,2
3858,24,0,0,1
3859,23,0,-1,0
3860,21,0,-2,-1
3861,21,0,0,1
3862,53,0,-2,-1
3863,24,1,-2,-2
3864,52,0,-2,-1
3865,24,0,1,2
3866,21,0,-1,0
3867,23,0,1,2
3868,24,0,2,2
3869,52,0,-1,0
3870,25,1,-1,-2
3871,55,0,-2,-1
3872,20,0,0,1
3873,53,0,0,1
3874,22,0,-2,-1
3875,53,1,1,0
3876,53,0,1,2
3877,22,0,1,2
3878,53,0,-2,-1
3879,20,0,2,2
3880,52,0,0,1
3881,24,1,-1,-2
3882,53,0,2,2
3883,53,0,-1,0
3884,23,0,-2,-1
3885,50,1,-2,-2
3886,53,0,0,1
3887,54,0,2,2
3888,52,0,-2,-1
3889,21,0,-1,0
3890,55,0,1,2
3891,21,0,-1,0
3892,21,0,1,2
3893,21,0,0,1
3894,22,0,2,2
3895,54,0,0,1
3896,50,0,1,2
3897,50,0,-1,0
3898,25,0,2,2
3899,23,2,2,0
3900,51,0,0,1
3901,51,0,-1,0
3902,21,0,0,1
3903,54,0,2,2
3904,24,0,-1,0
3905,25,0,1,2
3906,20,0,0,1
3907,55,0,2,2
3908,55,0,1,2
3909,53,1,0,-1
3910,24,0,1,2
3911,54,0,0,1
3912,53,0,0,1
3913,22,0,-1,0
3914,53,0,-2,-1
3915,54,0,-2,-1
3916,54,0,0,1
3917,54,0,-1,0
3918,21,0,1,2
3919,22,1,-1,-2
3920,20,2,-2,-2
3921,21,0,-1,0
3922,51,0,0,1
3923,24,1,1,0
3924,55,0,-2,-1
3925,53,0,-1,0
3926,53,0,0,1
3927,25,1,-2,-2
3928,51,0,-1,0
3929,52,0,0,1
3930,51,0,0,1
3931,51,0,0,1
3932,55,1,1,0
3933,52,0,0,1
3934,21,0,-1,0
3935,54,0,0,1
3936,23,0,2,2
3937,51,0,-1,0
3938,20,0,2,2
3939,23,0,2,2
3940,25,0,2,2
3941,52,1,-1,-2
3942,21,0,-2,-1
3943,24,0,-1,0
3944,50,0,-2,-1
3945,51,0,2,2
3946,55,0,2,2
3947,51,1,2,1
3948,54,1,0,-1
3949,21,0,-1,0
3950,52,0,0,1
3951,53,0,0,1
3952,54,2,-1,-2
3953,24,0,-1,0
3954,21,0,0,1
3955,55,0,0,1
3956,20,0,0,1
3957,55,0,2,2
3958,23,0,-1,0
3959,55,0,2,2
3960,21,0,0,1
3961,53,0,1,2
3962,23,0,1,2
3963,53,1,1,0
3964,24,0,1,2
3965,25,0,0,1
3966,52,0,2,2
3967,22,0,-2,-1
3968,51,0,-2,-1
3969,51,0,1,2
3970,22,0,0,1
3971,53,0,0,1
3972,23,1,2,1
3973,22,0,-1,0
3974,51,0,-1,0
3975,22,1,2,1
3976,23,0,2,2
3977,25,0,2,2
3978,25,1,-2,-2
3979,54,1,2,1
3980,52,0,1,2
3981,25,0,1,2
3982,53,0,-1,0
3983,55,0,-1,0
3984,51,0,-2,-1
3985,52,0,-1,0
3986,24,1,1,0
3987,54,0,-2,-1
3988,53,0,-1,0
3989,52,0,0,1
3990,20,0,-2,-1
3991,23,0,-2,-1
3992,24,0,0,1
3993,24,0,0,1
3994,51,1,-2,-2
3995,22,0,0,1
3996,53,0,-2,-1
3997,21,0,-1,0
3998,55,0,2,2
3999,25,0,0,1
4000,20,0,0,1
4001,53,0,-2,-1
4002,52,0,-2,-1
4003,54,0,1,2
4004,25,0,-1,0
4005,52,0,2,2
4006,24,0,2,2
4007,51,1,1,0
4008,50,0,0,1
4009,52,0,2,2
4010,22,1,2,1
4011,55,0,0,1
4012,51,1,0,-1
4013,53,0,-1,0
4014,51,0,1,2
4015,23,0,2,2
4016,51,1,2,1
4017,52,1,1,0
4018,21,0,-2,-1
4019,54,0,1,2
4020,22,0,2,2
4021,24,0,0,1
4022,52,0,-2,-1
4023,52,0,0,1
4024,21,0,-2,-1
4025,52,0,0,1
4026,53,0,0,1
4027,25,0,0,1
4028,22,0,2,2
4029,23,0,1,2
4030,54,0,-2,-1
4031,53,1,-1,-2
4032,54,0,2,2
4033,52,0,-2,-1
4034,54,0,-2,-1
4035,24,0,2,2
4036,53,1,-2,-2
4037,24,0,-1,0
4038,25,0,2,2
4039,52,0,1,2
4040,23,0,-1,0
4041,22,0,-2,-1
4042,53,0,1,2
4043,24,1,-1,-2
4044,52,0,2,2
4045,25,1,2,1
4046,55,0,2,2
4047,20,0,0,1
4048,24,0,-1,0
4049,22,0,1,2
4050,20,0,1,2
4051,20,0,1,2
4052,21,0,0,1
4053,21,0,-2,-1
4054,51,0,1,2
4055,22,0,2,2
4056,54,0,0,1
4057,52,1,-2,-2
4058,54,0,2,2
4059,24,0,1,2
4060,52,0,2,2
4061,24,0,-2,-1
4062,24,0,2,2
4063,51,0,0,1
4064,54,0,2,2
4065,54,0,1,2
4066,21,0,2,2
4067,25,0,-1,0
4068,20,0,1,2
4069,24,0,0,1
4070,23,0,-1,0
4071,53,0,1,2
4072,54,0,-2,-1
4073,24,0,1,2
4074,24,0,1,2
4075,21,1,2,1
4076,54,2,0,-2
4077,22,1,2,1
4078,54,0,0,1
4079,23,0,0,1
4080,51,0,1,2
4081,23,0,2,2
4082,54,0,-2,-1
4083,20,0,1,2
4084,24,0,1,2
4085,54,0,0,1
4086,22,1,0,-1
4087,25,0,0,1
4088,20,0,2,2
4089,53,0,-2,-1
4090,54,0,1,2
4091,50,0,2,2
4092,24,0,-1,0
4093,54,0,2,2
4094,55,0,0,1
4095,21,0,-1,0
4096,21,0,2,2
4097,23,0,-2,-1
4098,24,1,-1,-2
4099,21,0,0,1
4100,53,0,1,2
4101,23,0,2,2
4102,52,0,-1,0
4103,20,0,2,2
4104,25,2,2,0
4105,54,0,-1,0
4106,25,0,2,2
4107,20,1,0,-1
4108,53,0,-1,0
4109,53,0,2,2
4110,21,0,2,2
4111,21,0,-1,0
4112,23,0,-2,-1
4113,23,0,-2,-1
4114,25,0,1,2
4115,24,0,1,2
4116,25,0,-2,-1
4117,52,0,2,2
4118,23,0,-2,-1
4119,53,0,-1,0
4120,24,1,1,0
4121,23,1,-1,-2
4122,22,0,2,2
4123,25,0,0,1
4124,24,0,2,2
4125,52,1,0,-1
4126,52,1,1,0
4127,24,0,-1,0
4128,52,0,2,2
4129,53,0,1,2
4130,23,0,-2,-1
4131,54,0,-1,0
4132,21,0,1,2
4133,51,0,0,1
4134,51,1,-2,-2
4135,21,0,1,2
4136,52,0,1,2
4137,25,0,0,1
4138,22,0,0,1
4139,25,0,1,2
4140,23,0,0,1
4141,54,0,-2,-1
4142,51,0,-1,0
4143,50,0,-1,0
4144,20,0,-1,0
4145,21,0,0,1
4146,50,0,1,2
4147,22,0,-2,-1
4148,21,0,-2,-1
4149,24,0,0,1
4150,55,0,-1,0
4151,22,0,2,2
4152,22,0,1,2
4153,25,0,0,1
4154,54,0,-2,-1
4155,23,0,-2,-1
4156,53,0,-1,0
4157,23,0,0,1
4158,52,0,0,1
4159,53,0,-2,-1
4160,51,1,-2,-2
4161,20,0,-1,0
4162,21,0,-1,0
4163,54,0,-2,-1
4164,54,0,0,1
4165,22,0,-2,-1
4166,50,0,0,1
4167,51,0,2,2
4168,54,0,-2,-1
4169,22,0,1,2
4170,21,1,0,-1
4171,51,0,-2,-1
4172,24,1,0,-1
4173,54,0,-2,-1
4174,53,0,0,1
4175,51,0,-2,-1
4176,51,0,2,2
4177,23,0,-1,0
4178,21,0,0,1
4179,21,0,2,2
4180,52,0,0,1
4181,23,0,1,2
4182,22,0,2,2
4183,23,0,-2,-1
4184,53,0,1,2
4185,24,0,2,2
4186,23,0,2,2
4187,55,0,-2,-1
4188,23,0,0,1
4189,23,0,2,2
4190,55,0,-2,-1
4191,23,0,0,1
4192,21,0,-2,-1
4193,51,0,2,2
4194,23,0,1,2
4195,53,0,-2,-1
4196,22,0,2,2
4197,55,0,0,1
4198,25,1,-2,-2
4199,53,0,-1,0
4200,52,0,0,1
4201,20,0,1,2
4202,55,0,0,1
4203,54,0,-2,-1
4204,24,0,2,2
4205,50,0,-2,-1
4206,22,0,-2,-1
4207,52,0,-2,-1
4208,52,0,2,2
4209,54,0,2,2
4210,22,0,-2,-1
4211,25,0,0,1
4212,52,0,-1,0
4213,20,0,2,2
4214,54,0,-1,0
4215,53,0,-1,0
4216,24,0,2,2
4217,22,0,0,1
4218,21,0,-1,0
4219,23,0,0,1
4220,51,0,-2,-1
4221,23,0,-1,0
4222,23,0,2,2
4223,23,0,0,1
4224,23,0,0,1
4225,23,0,1,2
4226,51,0,1,2
4227,54,0,-1,0
4228,23,0,2,2
4229,23,1,1,0
4230,54,0,-1,0
4231,53,0,2,2
4232,23,0,-2,-1
4233,53,0,0,1
4234,54,1,-2,-2
4235,51,0,1,2
4236,24,0,-1,0
4237,52,0,0,1
4238,20,0,-2,-1
4239,21,0,0,1
4240,54,0,1,2
4241,54,0,1,2
4242,23,0,-2,-1
4243,51,0,0,1
4244,51,0,-2,-1
4245,51,0,-2,-1
4246,52,0,2,2
4247,50,0,0,1
4248,20,0,0,1
4249,21,0,2,2
4250,23,0,2,2
4251,52,1,1,0
4252,50,0,0,1
4253,53,0,1,2
4254,52,1,-1,-2
4255,51,0,0,1
4256,25,1,0,-1
4257,51,0,1,2
4258,24,0,1,2
4259,51,0,-2,-1
4260,53,0,0,1
4261,22,0,0,1
4262,51,0,1,2
4263,23,0,-2,-1
4264,25,0,-2,-1
4265,55,0,-1,0
4266,53,0,-2,-1
4267,51,1,-2,-2
4268,21,0,0,1
4269,51,0,2,2
4270,22,1,-2,-2
4271,22,0,-1,0
4272,54,0,1,2
4273,52,0,-1,0
4274,53,0,0,1
4275,52,0,2,2
4276,53,0,0,1
4277,21,0,1,2
4278,20,0,0,1
4279,52,0,-1,0
4280,53,0,-1,0
4281,54,0,-2,-1
4282,23,0,2,2
4283,51,0,1,2
4284,51,0,0,1
4285,52,0,-1,0
4286,22,0,-1,0
4287,21,0,-1,0
4288,51,0,2,2
4289,20,0,-1,0
4290,54,0,0,1
4291,52,0,-2,-1
4292,53,0,2,2
4293,24,0,-2,-1
4294,20,0,-2,-1
4295,53,0,-2,-1
4296,24,0,-2,-1
4297,24,0,2,2
4298,21,0,1,2
4299,55,0,-2,-1
4300,53,0,-1,0
4301,21,0,-1,0
4302,53,2,1,-1
4303,54,1,1,0
4304,55,1,1,0
4305,23,0,1,2
4306,51,0,-1,0
4307,25,1,-2,-2
4308,51,0,2,2
4309,53,0,2,2
4310,54,0,1,2
4311,23,0,0,1
4312,51,0,-1,0
4313,21,0,2,2
4314,52,0,-1,0
4315,21,0,-2,-1
4316,24,0,1,2
4317,23,0,-1,0
4318,24,0,-2,-1
4319,53,0,-1,0
4320,53,0,-1,0
4321,24,0,1,2
4322,23,0,-1,0
4323,25,0,-2,-1
4324,53,0,-1,0
4325,24,0,-1,0
4326,52,0,2,2
4327,21,0,1,2
4328,24,0,-1,0
4329,24,0,2,2
4330,20,0,2,2
4331,50,0,-2,-1
4332,23,1,-2,-2
4333,22,0,2,2
4334,50,0,-2,-1
4335,22,0,0,1
4336,50,0,2,2
4337,50,0,0,1
4338,51,0,0,1
4339,21,0,1,2
4340,51,0,-1,0
4341,51,0,2,2
4342,55,1,-1,-2
4343,54,0,-1,0
4344,24,0,-1,0
4345,22,0,2,2
4346,53,0,-1,0
4347,54,0,-2,-1
4348,55,0,-1,0
4349,21,0,1,2
4350,55,0,1,2
4351,22,0,-1,0
4352,55,0,-1,0
4353,54,0,-1,0
4354,21,2,2,0
4355,21,0,2,2
4356,52,0,-1,0
4357,51,1,1,0
4358,53,0,-2,-1
4359,24,0,-2,-1
4360,50,1,0,-1
4361,22,0,2,2
4362,23,0,1,2
4363,54,0,-1,0
4364,51,0,2,2
4365,54,0,1,2
4366,54,0,-2,-1
4367,23,1,1,0
4368,55,0,-1,0
4369,51,0,-2,-1
4370,51,0,2,2
4371,25,0,0,1
4372,21,0,2,2
4373,51,0,0,1
4374,54,0,1,2
4375,24,0,-1,0
4376,21,0,-1,0
4377,23,0,-2,-1
4378,54,0,-1,0
4379,53,0,-1,0
4380,22,0,0,1
4381,21,0,1,2
4382,23,0,1,2
4383,54,0,2,2
4384,24,0,-1,0
4385,24,0,2,2
4386,24,0,0,1
4387,53,0,1,2
4388,25,0,2,2
4389,23,0,0,1
4390,25,0,1,2
4391,21,1,-1,-2
4392,23,1,0,-1
4393,25,0,-1,0
4394,54,0,-1,0
4395,52,0,2,2
4396,22,0,1,2
4397,54,0,-1,0
4398,24,0,0,1
4399,21,0,0,1
4400,54,0,0,1
4401,23,1,2,1
4402,21,2,1,-1
4403,54,0,1,2
4404,25,0,0,1
4405,54,0,0,1
4406,22,0,2,2
4407,51,0,-1,0
4408,22,0,-2,-1
4409,20,1,-2,-2
4410,54,0,-2,-1
4411,50,0,-1,0
4412,54,0,-2,-1
4413,22,0,-2,-1
4414,24,0,2,2
4415,21,0,0,1
4416,52,1,-1,-2
4417,51,0,0,1
4418,53,0,1,2
4419,25,0,-1,0
4420,54,0,-2,-1
4421,24,0,1,2
4422,23,0,-1,0
4423,53,0,2,2
4424,21,0,1,2
4425,23,0,0,1
4426,53,1,1,0
4427,21,1,1,0
4428,52,0,2,2
4429,24,0,-2,-1
4430,52,0,-1,0
4431,52,0,0,1
4432,52,0,0,1
4433,24,0,0,1
4434,52,0,2,2
4435,54,0,1,2
4436,22,0,-2,-1
4437,51,0,1,2
4438,52,0,0,1
4439,23,1,0,-1
4440,51,0,0,1
4441,21,0,1,2
4442,53,0,2,2
4443,52,0,-2,-1
4444,53,0,0,1
4445,23,0,0,1
4446,51,0,1,2
4447,53,0,-2,-1
4448,52,0,1,2
4449,22,0,2,2
4450,23,0,-1,0
4451,54,0,1,2
4452,24,0,1,2
4453,22,1,0,-1
4454,51,0,0,1
4455,51,0,2,2
4456,22,0,-2,-1
4457,51,0,-1,0
4458,52,0,0,1
4459,23,0,2,2
4460,23,0,1,2
4461,21,0,1,2
4462,52,0,1,2
4463,20,0,2,2
4464,51,0,2,2
4465,23,1,2,1
4466,55,1,-1,-2
4467,25,0,1,2
4468,54,0,-2,-1
4469,52,0,1,2
4470,55,0,1,2
4471,23,1,1,0
4472,55,0,-2,-1
4473,52,0,2,2
4474,53,0,-2,-1
4475,21,0,1,2
4476,54,0,-1,0
4477,21,0,2,2
4478,24,0,2,2
4479,52,0,0,1
4480,54,0,2,2
4481,24,0,2,2
4482,52,0,0,1
4483,50,0,0,1
4484,22,1,2,1
4485,22,0,-2,-1
4486,53,0,-2,-1
4487,23,0,2,2
4488,51,0,-1,0
4489,54,0,-2,-1
4490,24,0,-2,-1
4491,25,0,0,1
4492,55,0,-2,-1
4493,23,0,-2,-1
4494,23,0,0,1
4495,51,0,2,2
4496,23,0,-1,0
4497,52,0,1,2
4498,52,0,0,1
4499,55,0,-1,0
4500,20,0,-2,-1
4501,23,0,2,2
4502,54,0,1,2
4503,23,0,0,1
4504,20,0,0,1
4505,51,0,1,2
4506,51,0,1,2
4507,51,0,2,2
4508,24,0,0,1
4509,52,0,-1,0
4510,21,0,1,2
4511,53,0,1,2
4512,23,0,1,2
4513,51,0,-2,-1
4514,22,0,1,2
4515,24,0,-1,0
4516,24,0,0,1
4517,51,0,2,2
4518,53,0,0,1
4519,23,0,2,2
4520,54,0,-2,-1
4521,54,0,1,2
4522,20,1,0,-1
4523,24,0,0,1
4524,23,0,2,2
4525,54,0,1,2
4526,52,0,0,1
4527,24,0,-2,-1
4528,52,1,1,0
4529,51,0,-1,0
4530,51,0,0,1
4531,21,0,-2,-1
4532,51,0,-1,0
4533,22,0,1,2
4534,52,1,0,-1
4535,22,0,0,1
4536,53,0,0,1
4537,51,0,1,2
4538,51,0,-2,-1
4539,20,0,1,2
4540,21,0,0,1
4541,54,0,2,2
4542,50,0,-2,-1
4543,54,0,2,2
4544,51,0,-2,-1
4545,52,0,-2,-1
4546,20,0,2,2
4547,54,0,1,2
4548,52,0,2,2
4549,53,1,-1,-2
4550,20,0,2,2
4551,53,0,2,2
4552,54,0,-2,-1
4553,54,0,1,2
4554,50,0,1,2
4555,21,0,2,2
4556,22,0,0,1
4557,52,0,-2,-1
4558,21,0,0,1
4559,22,0,0,1
4560,22,0,0,1
4561,25,0,2,2
4562,24,0,2,2
4563,50,0,-2,-1
4564,52,0,1,2
4565,55,0,-2,-1
4566,50,1,-1,-2
4567,23,0,0,1
4568,21,1,2,1
4569,54,0,-1,0
4570,54,0,-1,0
4571,52,0,1,2
4572,51,1,-2,-2
4573,24,0,-1,0
4574,24,0,-2,-1
4575,53,0,0,1
4576,54,1,1,0
4577,22,0,-2,-1
4578,23,0,-1,0
4579,55,0,1,2
4580,54,0,-1,0
4581,22,0,1,2
4582,21,0,-2,-1
4583,54,0,-2,-1
4584,21,1,-1,-2
4585,50,1,2,1
4586,20,0,0,1
4587,54,0,-2,-1
4588,24,0,-2,-1
4589,53,0,1,2
4590,22,0,-2,-1
4591,21,0,0,1
4592,52,0,-2,-1
4593,50,0,-2,-1
4594,53,0,1,2
4595,23,0,-1,0
4596,20,0,1,2
4597,22,0,2,2
4598,53,0,-2,-1
4599,51,0,0,1
4600,53,0,1,2
4601,20,0,0,1
4602,21,1,-2,-2
4603,53,0,2,2
4604,52,0,2,2
4605,24,0,1,2
4606,20,0,-1,0
4607,51,0,0,1
4608,23,0,1,2
4609,55,0,0,1
4610,54,0,1,2
4611,51,1,-2,-2
4612,22,0,0,1
4613,53,1,1,0
4614,21,0,-1,0
4615,23,1,2,1
4616,21,0,2,2
4617,22,0,0,1
4618,21,0,2,2
4619,52,0,-1,0
4620,53,1,2,1
4621,55,0,2,2
4622,22,0,1,2
4623,22,0,1,2
4624,52,0,-2,-1
4625,51,0,2,2
4626,53,0,-2,-1
4627,22,0,1,2
4628,24,1,-2,-2
4629,55,0,1,2
4630,20,0,1,2
4631,22,0,1,2
4632,24,0,0,1
4633,55,0,-2,-1
4634,50,0,-2,-1
4635,22,0,1,2
4636,21,0,-2,-1
4637,51,0,1,2
4638,25,0,2,2
4639,23,0,2,2
4640,24,0,-2,-1
4641,55,0,2,2
4642,24,0,-2,-1
4643,53,0,2,2
4644,20,0,-1,0
4645,52,0,0,1
4646,51,0,0,1
4647,22,0,-1,0
4648,22,0,-2,-1
4649,52,0,-1,0
4650,50,1,2,1
4651,52,0,-2,-1
4652,52,0,2,2
4653,52,1,-2,-2
4654,54,0,1,2
4655,21,0,-1,0
4656,21,0,0,1
4657,51,1,-1,-2
4658,50,0,2,2
4659,23,0,2,2
4660,24,0,0,1
4661,51,1,-2,-2
4662,51,0,-1,0
4663,23,0,0,1
4664,55,0,0,1
4665,54,0,-1,0
4666,54,0,2,2
4667,23,0,1,2
4668,25,0,2,2
4669,53,0,1,2
4670,25,0,0,1
4671,22,0,-1,0
4672,51,0,1,2
4673,53,0,0,1
4674,24,0,-1,0
4675,21,0,0,1
4676,22,0,1,2
4677,50,0,-2,-1
4678,22,0,-1,0
4679,53,0,0,1
4680,23,0,1,2
4681,21,0,-1,0
4682,55,0,0,1
4683,52,0,-1,0
4684,51,0,-1,0
4685,54,0,-2,-1
4686,51,1,0,-1
4687,54,0,0,1
4688,53,1,-2,-2
4689,20,0,0,1
4690,52,0,0,1
4691,25,0,-1,0
4692,22,0,-1,0
4693,53,0,2,2
4694,52,0,-1,0
4695,51,0,-2,-1
4696,24,0,-1,0
4697,21,0,0,1
4698,54,0,2,2
4699,24,0,-1,0
4700,52,0,-2,-1
4701,24,0,2,2
4702,52,0,-1,0
4703,52,0,2,2
4704,51,0,-2,-1
4705,50,0,-2,-1
4706,25,0,-1,0
4707,22,0,-1,0
4708,20,0,-2,-1
4709,54,1,-2,-2
4710,53,1,-1,-2
4711,23,0,2,2
4712,24,0,-1,0
4713,21,0,0,1
4714,53,0,-1,0
4715,23,0,1,2
4716,51,0,1,2
4717,50,0,0,1
4718,24,0,-1,0
4719,23,0,-2,-1
4720,24,0,-1,0
4721,22,0,-2,-1
4722,52,0,0,1
4723,23,0,2,2
4724,24,0,0,1
4725,53,1,1,0
4726,20,0,0,1
4727,23,0,-1,0
4728,51,0,-1,0
4729,24,0,-2,-1
4730,51,1,1,0
4731,55,0,1,2
4732,23,1,-2,-2
4733,23,2,-2,-2
4734,52,0,2,2
4735,21,0,-1,0
4736,53,0,0,1
4737,24,1,1,0
4738,53,1,0,-1
4739,25,0,-2,-1
4740,55,0,-2,-1
4741,51,0,-2,-1
4742,20,0,1,2
4743,52,0,2,2
4744,25,0,-2,-1
4745,23,0,-1,0
4746,55,0,-1,0
4747,25,1,2,1
4748,55,0,1,2
4749,23,0,-1,0
4750,20,0,-2,-1
4751,24,0,1,2
4752,54,1,-1,-2
4753,20,0,1,2
4754,52,1,2,1
4755,23,1,-2,-2
4756,23,0,2,2
4757,54,0,-1,0
4758,22,0,-1,0
4759,23,0,2,2
4760,21,0,2,2
4761,21,0,0,1
4762,23,0,-1,0
4763,51,0,2,2
4764,23,0,2,2
4765,51,0,-2,-1
4766,54,0,-1,0
4767,51,1,2,1
4768,54,1,-2,-2
4769,55,0,-1,0
4770,20,0,2,2
4771,51,0,0,1
4772,52,0,-1,0
4773,21,1,-1,-2
4774,50,0,0,1
4775,52,0,0,1
4776,50,0,2,2
4777,22,0,0,1
4778,54,0,1,2
4779,20,0,-2,-1
4780,21,0,0,1
4781,53,0,-1,0
4782,53,0,-2,-1
4783,54,0,1,2
4784,54,0,-2,-1
4785,52,0,0,1
4786,53,0,1,2
4787,55,0,0,1
4788,55,0,0,1
4789,23,0,-1,0
4790,53,0,-1,0
4791,21,0,2,2
4792,21,0,0,1
4793,21,0,0,1
4794,23,0,1,2
4795,24,1,0,-1
4796,51,0,2,2
4797,21,1,1,0
4798,52,0,-1,0
4799,55,0,2,2
4800,52,0,-1,0
4801,55,0,1,2
4802,54,0,0,1
4803,24,0,2,2
4804,51,0,-1,0
4805,51,0,-1,0
4806,21,0,2,2
4807,54,0,0,1
4808,55,0,1,2
4809,52,0,-1,0
4810,55,0,-1,0
4811,53,0,2,2
4812,54,0,2,2
4813,51,0,0,1
4814,22,0,1,2
4815,51,0,1,2
4816,20,1,0,-1
4817,54,0,2,2
4818,51,0,0,1
4819,54,0,-1,0
4820,53,0,-2,-1
4821,22,0,1,2
4822,23,0,-1,0
4823,53,0,-2,-1
4824,24,0,-1,0
4825,54,0,-1,0
4826,24,0,1,2
4827,53,1,2,1
4828,51,0,0,1
4829,23,0,0,1
4830,55,0,-2,-1
4831,23,0,1,2
4832,25,0,-2,-1
4833,20,0,-1,0
4834,25,0,0,1
4835,54,0,0,1
4836,21,0,-2,-1
4837,24,0,-2,-1
4838,53,0,-1,0
4839,54,0,1,2
4840,21,0,-1,0
4841,51,0,-2,-1
4842,55,0,1,2
4843,23,0,-1,0
4844,21,0,2,2
4845,23,0,-1,0
4846,54,0,0,1
4847,23,0,0,1
4848,23,0,-1,0
4849,21,1,-1,-2
4850,24,0,-2,-1
4851,24,0,-2,-1
4852,23,0,-2,-1
4853,53,0,1,2
4854,53,0,2,2
4855,54,0,1,2
4856,22,0,0,1
4857,52,0,2,2
4858,53,0,2,2
4859,22,0,-2,-1
4860,23,0,2,2
4861,52,0,2,2
4862,52,0,2,2
4863,20,2,-2,-2
4864,50,0,-2,-1
4865,22,0,0,1
4866,51,0,-2,-1
4867,24,0,-2,-1
4868,51,0,0,1
4869,21,0,2,2
4870,52,0,-2,-1
4871,21,1,0,-1
4872,20,0,1,2
4873,22,0,0,1
4874,23,0,1,2
4875,51,0,1,2
4876,52,0,0,1
